Network Type,Latitude,Longitude
3G,25.59777896,85.24423664
4G,25.74988794,85.06645386
4G,25.62974175,85.13583048
4G,25.65490864,85.29112642
3G,25.63128761,85.14868131
3G,25.4381643,85.11078672
5G,25.57259923,85.1136277
LTE,25.50865704,85.28576653
4G,25.50967597,85.29571082
LTE,25.42213127,85.18518274
5G,25.45771503,85.16446926
LTE,25.52793848,85.29045185
5G,25.55076058,85.12297695
3G,25.6794591,85.0193043
4G,25.68844811,85.28974708
5G,25.52111607,85.19416792
LTE,25.67257163,85.19755131
3G,25.56031282,84.99399807
4G,25.47188416,85.16965626
4G,25.75841737,85.13599388
3G,25.68293679,85.0240886
LTE,25.63780461,85.0853636
5G,25.67776575,85.06706454
LTE,25.66705709,85.04145341
LTE,25.65522854,85.29649548
5G,25.44035255,85.20479794
3G,25.68873297,85.13795159
LTE,25.74783304,85.1107129
LTE,25.52233835,85.13726817
5G,25.6648947,85.09942424
3G,25.60157561,85.19072264
LTE,25.58730791,85.19175311
LTE,25.73149321,85.23304883
3G,25.6544289,85.14154301
4G,25.55193831,85.07018183
4G,25.71840496,85.01004869
5G,25.66591684,85.25939658
LTE,25.64916005,85.0732856
5G,25.52236096,85.11607379
LTE,25.53122593,85.0205397
4G,25.51769399,85.06646049
LTE,25.60279717,85.09414913
4G,25.58475383,85.29983975
LTE,25.71043555,85.19764918
LTE,25.65457485,85.25761968
5G,25.41458526,85.13955943
4G,25.42182005,85.15134358
4G,25.74332836,85.17750171
5G,25.66383661,85.00270049
5G,25.60198092,85.19174608
LTE,25.48560795,85.06482468
LTE,25.51519718,85.20944212
4G,25.68128578,85.28773899
LTE,25.76721147,85.1741036
3G,25.45185598,85.05359265
3G,25.55967734,85.08213331
3G,25.68893467,85.03586294
4G,25.47515446,85.11069262
LTE,25.55533107,85.29058774
5G,25.57341492,85.2466211
LTE,25.5387202,85.03032771
5G,25.6718593,85.06278852
4G,25.70042397,85.15222633
4G,25.5627386,85.12718884
3G,25.75550934,85.12935868
LTE,25.76461453,85.10358253
3G,25.52075864,85.12303334
LTE,25.43900365,85.20044099
4G,25.70403247,85.15808412
5G,25.64616519,85.12250146
5G,25.55851769,85.02379856
3G,25.489184,85.105002
LTE,25.44096874,85.22511598
4G,25.7642469,85.13502065
3G,25.69183951,85.27212899
5G,25.69385631,85.16155253
3G,25.75274724,85.08700459
LTE,25.73445912,85.20406243
3G,25.72741631,85.10693044
3G,25.545128,85.02782712
3G,25.52693105,85.15885858
LTE,25.55858089,85.13875607
5G,25.60149433,85.10161103
4G,25.6946802,85.11456124
3G,25.62631234,85.06822594
5G,25.71212348,85.25362314
4G,25.53188674,85.26374955
LTE,25.6246661,85.24503557
4G,25.66783079,85.0762075
4G,25.58801794,85.02679669
LTE,25.58231237,84.95972607
4G,25.63614184,85.24290746
5G,25.43387012,85.08951134
3G,25.50822168,85.25112834
4G,25.62592355,85.23460661
5G,25.61564342,85.30726406
5G,25.66578117,85.27298576
4G,25.52208824,85.09727739
3G,25.42997597,85.16420606
LTE,25.64085266,85.02680928
4G,25.46179808,85.21366231
5G,25.59378573,85.25777536
4G,25.67633247,85.26474277
LTE,25.59702527,85.0578528
5G,25.54299073,84.98337558
3G,25.57528365,85.29261985
3G,25.45154,85.07650511
4G,25.67755287,85.0061819
LTE,25.58077966,85.05114819
4G,25.58364494,85.12704226
5G,25.73258924,85.05235998
LTE,25.45559712,85.21368257
3G,25.44017214,85.07482133
5G,25.57183615,84.97283866
3G,25.63323752,85.09839144
LTE,25.73824491,85.23703787
4G,25.6232971,84.99440751
LTE,25.54517963,85.12158474
5G,25.70386331,85.01170652
4G,25.61635839,85.20998323
LTE,25.67076867,85.19588085
LTE,25.58326217,85.13985605
3G,25.45662681,85.19886835
LTE,25.49790702,85.13751891
4G,25.59087774,85.18633352
3G,25.68079058,85.11218513
5G,25.48535081,85.24240353
LTE,25.73225004,85.07764964
3G,25.64415478,85.01933482
5G,25.53138069,85.16878896
4G,25.63558474,85.07581252
4G,25.6203906,84.97879165
4G,25.74674081,85.20548417
5G,25.67508634,85.25558253
LTE,25.4895843,85.10732661
LTE,25.75159356,85.15751459
LTE,25.60710356,85.13630723
5G,25.65540655,85.06326269
4G,25.61963208,85.09336051
5G,25.67344361,85.04655842
4G,25.66921379,85.01358103
4G,25.67569527,85.1974168
5G,25.54570092,85.03979126
5G,25.485227,85.14080206
3G,25.56694977,84.97130486
4G,25.52147969,85.05736797
LTE,25.65110055,85.04579776
3G,25.56508277,85.03972636
5G,25.43446309,85.18474479
5G,25.54113879,85.1040003
3G,25.54393516,84.97405803
5G,25.67393755,85.00251453
5G,25.48890214,85.23345959
5G,25.6078182,85.17926748
5G,25.63871844,85.1815139
5G,25.72653061,85.20597026
5G,25.67060657,85.19716622
4G,25.51223063,85.25037555
4G,25.69903687,85.18679658
3G,25.45904837,85.04702151
3G,25.43444415,85.10724263
5G,25.48605179,85.12976063
4G,25.62426016,85.29701497
5G,25.68003156,85.27089087
5G,25.45380211,85.07254343
3G,25.45724207,85.20144054
3G,25.459815,85.10424642
4G,25.4859668,85.09436104
4G,25.63115281,85.01909816
5G,25.50898145,85.01784669
4G,25.6418573,85.07128613
5G,25.49042051,85.23526554
5G,25.62973491,85.28438197
3G,25.69441689,85.00264988
5G,25.51029762,85.11018911
3G,25.54921806,85.20881324
4G,25.69913681,85.15034129
4G,25.56125891,85.25490132
5G,25.49843394,85.06255619
5G,25.50511918,85.25391653
5G,25.52915058,85.2009683
LTE,25.76058582,85.11473297
LTE,25.62094728,85.14119088
5G,25.55678094,85.07821696
4G,25.64587327,85.10983079
3G,25.47808495,85.1730501
3G,25.50768427,85.13614591
5G,25.64772172,85.11396689
LTE,25.6130743,85.03940492
3G,25.60615904,85.04564464
5G,25.710007,85.03396792
4G,25.55003996,85.04057144
LTE,25.53335583,85.01280187
3G,25.46688892,85.24525405
LTE,25.47777357,85.16843625
4G,25.6185052,85.25284428
5G,25.68219345,85.09638721
5G,25.72862777,85.11516833
3G,25.46681559,85.09406422
LTE,25.54697019,85.01808468
5G,25.59580943,85.06731326
5G,25.55223322,85.28201345
5G,25.71818145,85.0145551
4G,25.63251053,85.08864309
4G,25.65901992,85.08141257
5G,25.53027909,85.25517842
5G,25.69446913,85.06307827
LTE,25.71929265,85.22068161
3G,25.48566927,85.18275494
3G,25.50877505,85.0473869
5G,25.55241071,85.06174721
3G,25.57411551,85.07294904
4G,25.54798986,85.24049066
4G,25.61283287,85.31529925
4G,25.54599852,85.1273963
5G,25.7181323,85.20565502
4G,25.539525,85.00718959
LTE,25.62918514,85.07333292
5G,25.48665157,85.1997441
LTE,25.41661801,85.1300091
3G,25.67093819,85.12911292
LTE,25.57436766,85.07633548
4G,25.45780131,85.07065384
LTE,25.51441582,85.29841885
5G,25.45011226,85.24327266
LTE,25.60917464,85.00916687
3G,25.68462429,85.04833494
3G,25.67619711,85.17799563
4G,25.58292553,85.06391183
5G,25.56181291,85.13336055
LTE,25.53574349,85.29738044
3G,25.67870152,85.25988839
5G,25.58214139,85.26658711
5G,25.552312,85.20717269
LTE,25.44595511,85.07055399
3G,25.53485823,85.12981079
4G,25.42981874,85.07203119
LTE,25.63214386,85.28218417
LTE,25.52531344,85.11694438
3G,25.64898308,85.15193363
3G,25.44057236,85.17300432
5G,25.54138444,85.09186117
3G,25.59815113,85.2019965
LTE,25.49834483,85.19155604
4G,25.48630541,85.1990438
4G,25.71280959,85.25981342
4G,25.45468675,85.14810989
4G,25.61846697,85.21706783
LTE,25.41934208,85.14332453
3G,25.60236988,85.01595278
LTE,25.74453512,85.05516325
4G,25.49351012,85.03240365
4G,25.61393804,85.17389632
5G,25.66409655,85.0941686
LTE,25.74892036,85.15632175
LTE,25.4994515,85.17428957
LTE,25.69745255,85.17324052
4G,25.55133241,85.0711863
3G,25.58654634,84.98245778
5G,25.49197315,85.08666944
3G,25.55335516,85.23424292
4G,25.52696882,85.00491997
5G,25.68385397,85.18520132
3G,25.58342618,84.97659925
LTE,25.70979204,85.21134709
5G,25.63792323,85.09819399
LTE,25.67280786,85.24218973
3G,25.48524078,85.22209444
4G,25.59471452,85.2601418
LTE,25.44543469,85.21788279
3G,25.56490381,85.06991064
3G,25.75102171,85.06495401
3G,25.62101024,85.19256519
LTE,25.53709,85.05136952
5G,25.58344181,84.97429406
LTE,25.48759036,85.19831192
LTE,25.45562227,85.08936905
5G,25.51247744,85.27490655
5G,25.75686395,85.10340846
3G,25.57786972,85.11354494
4G,25.51604994,85.12636289
LTE,25.56292217,85.25124711
4G,25.56996152,85.14059487
5G,25.51390528,85.17129922
4G,25.7644856,85.08882584
5G,25.53659349,85.03163289
3G,25.64111729,85.2059926
LTE,25.5711512,85.14964488
4G,25.73484593,85.10490701
3G,25.66458168,85.0674745
4G,25.55530211,85.05166862
LTE,25.54404464,85.27408029
3G,25.66345781,85.14721054
LTE,25.43968539,85.05547035
3G,25.62976966,85.03991359
LTE,25.75824581,85.0831499
LTE,25.75223832,85.0993003
3G,25.62820863,85.15732932
LTE,25.72502419,85.19641018
5G,25.42988579,85.1957574
3G,25.4979286,85.01451391
3G,25.71823585,85.10665385
3G,25.76460958,85.15080021
LTE,25.51957,84.98612164
4G,25.74470559,85.10149295
5G,25.49178968,85.14521441
4G,25.69601222,85.12311809
LTE,25.45939871,85.17566599
LTE,25.54134154,85.2932913
5G,25.59710289,85.15458084
3G,25.66774894,85.00243424
LTE,25.46395507,85.17355306
4G,25.45296425,85.19068011
5G,25.70679319,85.19761379
5G,25.60823145,85.29466478
4G,25.71399475,85.24614559
3G,25.60591525,84.99762028
LTE,25.69360914,85.03560169
5G,25.70256428,85.18854158
4G,25.6618895,85.26398318
4G,25.74151843,85.14906713
5G,25.55112938,85.04410229
5G,25.43191922,85.20101799
LTE,25.59455607,85.28522445
LTE,25.51014335,85.15138795
4G,25.50671538,85.04385891
4G,25.72041728,85.13370547
3G,25.5140681,85.18574821
5G,25.49255536,84.99889166
3G,25.49596795,85.00510355
3G,25.55106902,85.11701577
5G,25.58882095,85.26968927
5G,25.58784755,84.96067457
LTE,25.45285367,85.07388919
3G,25.75164686,85.17249381
4G,25.63162233,85.05393782
5G,25.74578634,85.12088751
5G,25.54118939,85.03134793
5G,25.57949251,85.0426283
4G,25.61847563,85.13194702
3G,25.74213824,85.05497327
4G,25.71298968,85.20211689
3G,25.53927962,85.06976095
4G,25.75808899,85.15420426
3G,25.47233252,85.18074689
5G,25.55795841,85.290323
3G,25.50431903,85.05808639
4G,25.67801645,85.08132721
LTE,25.53250609,85.1889889
4G,25.53082533,85.0497227
5G,25.52325347,85.15008986
3G,25.67420445,85.23446636
4G,25.66721877,85.18379956
4G,25.61264925,85.30840768
4G,25.63556323,85.14786497
4G,25.63537606,85.07343479
LTE,25.75120038,85.07798942
4G,25.4387221,85.19340246
5G,25.52266735,84.97954716
4G,25.43051496,85.1820044
5G,25.57835137,85.13908429
3G,25.68640059,85.13490892
5G,25.45551429,85.11151072
3G,25.55309619,85.31198266
5G,25.5337678,85.30257731
LTE,25.72737052,85.1178784
LTE,25.52496444,85.19545452
5G,25.49436888,85.27149288
4G,25.51501457,85.10881291
4G,25.579997,85.11383524
3G,25.52568692,85.01622489
5G,25.61913819,84.97817582
3G,25.72120099,85.12792251
5G,25.49543524,85.24316661
LTE,25.61705273,85.27293881
LTE,25.70302018,85.19969735
3G,25.55011357,85.07888921
4G,25.70392332,85.08205463
5G,25.4629617,85.20075443
5G,25.58667399,85.12877853
4G,25.68859128,85.19139964
3G,25.55255217,85.31003022
3G,25.71319425,85.08934404
4G,25.66609048,85.00551772
4G,25.45122591,85.06408852
LTE,25.69910503,85.24366374
3G,25.48375229,85.2437793
LTE,25.70502982,85.22821417
LTE,25.55960786,85.13230295
5G,25.5442389,85.09161546
3G,25.52261008,85.19560071
5G,25.61845698,85.24689189
4G,25.59667391,85.00464452
LTE,25.45252444,85.16225068
4G,25.60525468,85.1230019
3G,25.59606327,85.28272464
LTE,25.76075133,85.16891019
LTE,25.51931923,85.11764364
4G,25.58369473,85.29890974
3G,25.63816879,85.01644455
5G,25.49315317,84.99634686
5G,25.62676369,85.01676904
3G,25.56737015,85.0377051
LTE,25.59411872,85.09676113
3G,25.45597678,85.16692429
LTE,25.58155329,84.99221678
5G,25.5419353,85.28564796
4G,25.56375111,85.18683945
3G,25.64585044,85.02997487
LTE,25.57153402,85.17702383
5G,25.58188825,85.01227523
3G,25.45719415,85.12037191
4G,25.60057445,85.06644013
4G,25.70754663,85.02989456
LTE,25.55802775,85.30137999
3G,25.6865145,85.1254093
3G,25.61181625,85.20045769
5G,25.60603458,85.1114759
4G,25.4909161,85.1360209
3G,25.47169065,85.1863304
LTE,25.60682138,84.97093075
3G,25.51795084,85.02488644
5G,25.57664402,84.96366497
LTE,25.46065281,85.10035591
4G,25.59582993,85.30224485
5G,25.68252531,85.09340115
3G,25.60044386,85.10595629
LTE,25.71685721,85.05972372
3G,25.61348331,85.1568704
4G,25.73556549,85.13849711
LTE,25.54128995,85.18261119
5G,25.56123264,85.21684538
4G,25.4345605,85.16260837
4G,25.57284127,85.24180796
5G,25.69011939,85.26994774
3G,25.62667626,85.09757148
LTE,25.56530753,85.03595153
LTE,25.57250966,85.30374012
3G,25.45737334,85.18864126
3G,25.47658966,85.09218521
LTE,25.45834721,85.05237097
5G,25.5393864,85.01565731
4G,25.71158402,85.07398444
3G,25.70519309,85.06916051
4G,25.47582416,85.01297978
5G,25.44327023,85.08979162
3G,25.45018562,85.12594762
4G,25.57078959,85.03147844
3G,25.52424271,85.26309287
4G,25.67760504,85.08755851
4G,25.61485625,85.24977844
4G,25.73371398,85.19352274
3G,25.46399629,85.06426475
3G,25.59020105,85.10082119
4G,25.64216461,85.10600307
5G,25.6025772,85.23729619
5G,25.54782346,85.0221111
3G,25.59325563,85.01086084
4G,25.5253536,85.20938952
5G,25.67000127,85.26220668
3G,25.50470097,85.23157558
5G,25.71406551,85.21402863
LTE,25.6149482,85.28448865
5G,25.75466824,85.20181905
5G,25.73126486,85.14855601
4G,25.68366798,85.14976094
LTE,25.59319434,85.13786215
5G,25.76062864,85.10137426
LTE,25.65106633,85.27901539
3G,25.58936878,85.07383824
5G,25.63881398,85.22125788
4G,25.44320664,85.23453796
5G,25.63641064,85.22257596
LTE,25.50307596,85.26405886
3G,25.52962648,85.29760423
5G,25.58611089,85.10738798
3G,25.67528261,85.22521031
5G,25.47500433,85.20347434
LTE,25.4537217,85.14029195
5G,25.64672291,85.09495464
LTE,25.70822018,85.01138882
5G,25.61643829,85.13585883
4G,25.67829507,85.11781312
5G,25.72583027,85.07994271
5G,25.49540903,85.19825621
4G,25.4936516,85.12088821
5G,25.60661536,85.03889993
5G,25.72524826,85.25741597
LTE,25.48456305,85.22178148
3G,25.73017124,85.05591818
4G,25.47128658,85.25046266
3G,25.539288,85.12567294
4G,25.58037606,85.18716698
5G,25.57729803,85.27804542
3G,25.48176788,85.18782733
4G,25.76129447,85.13158092
4G,25.44237754,85.09990224
5G,25.63998265,85.07741331
4G,25.47129194,85.08898309
LTE,25.55811869,85.04693155
LTE,25.73448031,85.11489397
3G,25.68606119,85.03782884
5G,25.56132787,85.26942158
3G,25.64639412,85.20193939
3G,25.640311,85.19295206
5G,25.6230049,85.13366619
4G,25.634579,85.18699573
4G,25.66644009,85.17499613
3G,25.6344776,85.1237972
3G,25.63365997,85.21922942
3G,25.76019631,85.10694819
LTE,25.49773172,85.17552964
4G,25.5815682,85.01428764
4G,25.52240822,85.1950051
LTE,25.50147426,85.01465837
4G,25.68832952,85.09684241
LTE,25.70324382,85.04331195
3G,25.51096745,85.19838542
5G,25.61938391,85.01501987
LTE,25.59591816,85.04979204
3G,25.53574216,85.26320521
4G,25.63881398,85.2048022
5G,25.6766438,85.2399906
LTE,25.70634386,85.1498237
3G,25.64866565,85.23784608
3G,25.72735918,85.20102711
4G,25.74322023,85.13353144
4G,25.44625943,85.05220181
4G,25.41729309,85.14309808
3G,25.68147427,85.00788701
5G,25.71101709,85.07876185
LTE,25.72198246,85.1493438
5G,25.63801416,85.27247919
LTE,25.63523905,85.2651246
4G,25.53968094,85.04291643
4G,25.48243272,85.08806896
5G,25.73762786,85.09715741
5G,25.49398472,85.04778236
LTE,25.45838528,85.1252191
LTE,25.56444615,85.1962565
4G,25.67139039,85.16053868
LTE,25.53279421,85.30508856
LTE,25.5408545,85.20124466
4G,25.47405902,85.06736919
5G,25.47380773,85.14845501
4G,25.66878209,85.26874625
3G,25.6559596,85.27425672
3G,25.53629641,85.10687991
4G,25.48962175,85.26421056
LTE,25.56606429,85.23366854
4G,25.69774178,85.27785163
LTE,25.46233755,85.15589913
5G,25.75397414,85.21010358
4G,25.4817811,85.04353029
5G,25.6346655,85.01957355
3G,25.62069635,85.25289074
LTE,25.67965652,85.27720306
LTE,25.44837746,85.17854677
4G,25.61007493,85.12716218
5G,25.55147647,85.25498593
3G,25.73446289,85.21243145
5G,25.48629786,85.13560098
LTE,25.49194631,85.15421413
3G,25.46578855,85.14037717
5G,25.54064596,85.07287177
5G,25.68772534,85.13850836
3G,25.54400777,85.07428299
3G,25.66196292,85.0534021
4G,25.63037657,84.99028277
LTE,25.70572851,85.23092025
4G,25.56380585,85.25246368
LTE,25.51216515,85.04979477
3G,25.50915853,85.03301038
5G,25.72754374,85.25522786
4G,25.66951795,85.22856181
4G,25.7612524,85.19266263
3G,25.65174536,85.05298134
3G,25.50585042,85.235429
5G,25.53623266,84.99943027
LTE,25.74050926,85.04304368
LTE,25.46682955,85.25191689
LTE,25.4458872,85.17677506
4G,25.52912718,85.26316139
3G,25.51802874,85.01102964
5G,25.55047535,85.05332254
3G,25.57578795,85.26768966
LTE,25.57760778,85.15622506
3G,25.57534596,85.13529743
5G,25.76157734,85.12279996
LTE,25.72885348,85.11593271
LTE,25.4958474,85.12321684
5G,25.63913462,85.04055888
5G,25.58223762,85.10846337
4G,25.50005784,85.20811232
3G,25.61180536,85.29349248
4G,25.4299268,85.17706033
LTE,25.63736048,85.09628284
LTE,25.60883022,85.17764121
LTE,25.54686619,85.19827277
4G,25.4597107,85.12608036
3G,25.71794948,85.02152759
3G,25.62848377,85.21709995
5G,25.55994166,84.99255962
5G,25.50653129,84.99211838
LTE,25.46876792,85.17612188
3G,25.72652649,85.02274578
5G,25.59391789,85.2329121
4G,25.53110673,85.00125613
4G,25.62763065,85.26516761
5G,25.43877616,85.17096932
3G,25.46889905,85.19077372
LTE,25.73276575,85.20372123
LTE,25.55533897,85.19595842
4G,25.64254272,85.17324881
LTE,25.67448465,85.06421206
5G,25.69132865,85.13890611
3G,25.63130751,85.19275688
LTE,25.52150901,85.21863961
4G,25.53723954,85.22541199
3G,25.45051988,85.19127688
3G,25.72042493,85.04645344
4G,25.7579457,85.07527228
3G,25.60189238,85.16891388
3G,25.60637714,85.16023931
LTE,25.69381857,85.27666389
LTE,25.58949074,84.99649287
4G,25.48428119,85.11291698
5G,25.72610179,85.07705713
3G,25.71253365,85.02905455
4G,25.6316055,85.27199897
4G,25.63024379,85.16159675
4G,25.54117635,85.11668772
5G,25.65156722,85.01843891
5G,25.53524867,85.27843391
4G,25.53889733,85.22409672
3G,25.41800108,85.13080234
3G,25.62438837,84.98770077
4G,25.48747318,85.04205202
5G,25.52268578,85.22098999
3G,25.60742064,85.04999509
5G,25.55793643,85.05426307
5G,25.6663848,85.2000392
3G,25.75856212,85.20146458
3G,25.43995747,85.13406173
LTE,25.53439418,85.298347
4G,25.74589847,85.10674677
3G,25.57638557,85.08698011
3G,25.55813565,84.99897715
4G,25.67859593,85.15449218
4G,25.77205922,85.12095491
4G,25.45623728,85.14394257
5G,25.4268434,85.08587364
4G,25.52156282,85.12508408
4G,25.5457221,85.18300058
5G,25.71278454,85.06717821
4G,25.50021511,84.98975715
5G,25.65899744,85.10822393
5G,25.65170725,85.23467074
3G,25.68383881,85.25092896
LTE,25.55786773,85.01248726
5G,25.54637392,84.96839751
5G,25.44186346,85.1215254
5G,25.72951454,85.06754889
5G,25.61448836,85.3125084
5G,25.44308318,85.18073347
5G,25.51817555,85.28325295
5G,25.70929321,85.10947617
4G,25.72339384,85.02073459
LTE,25.43894024,85.20545864
LTE,25.5582099,85.00850447
5G,25.60632491,85.06770461
4G,25.64891277,85.145423
LTE,25.54784644,85.24566287
LTE,25.4517136,85.1626524
4G,25.69430781,85.23582857
5G,25.68347267,85.14681585
3G,25.74518245,85.09732399
LTE,25.72854978,85.21724616
3G,25.60684754,85.06850659
LTE,25.61748838,84.96567472
LTE,25.60407019,85.12270581
4G,25.61857804,85.24443967
5G,25.7350838,85.18053192
4G,25.5344744,85.17709752
4G,25.65010046,85.08715912
4G,25.60222972,85.13066719
5G,25.51903776,85.2602664
4G,25.5402823,85.12334901
LTE,25.4829776,85.11199097
5G,25.68653123,85.17362981
5G,25.55002774,85.18446668
LTE,25.70552,85.17659639
LTE,25.69647938,85.07843326
5G,25.52438669,85.15082143
3G,25.6826243,85.15421424
5G,25.56492109,85.14306659
4G,25.62113496,85.10820835
3G,25.4717628,85.1598893
4G,25.66603788,85.0394861
5G,25.74313888,85.09010252
5G,25.48368731,85.18614076
5G,25.4453573,85.15975258
3G,25.72958567,85.06988167
3G,25.42303161,85.08265044
LTE,25.45766645,85.15211334
LTE,25.75448374,85.07988331
LTE,25.70888497,85.13055255
5G,25.72274846,85.15344557
4G,25.6244239,85.1422066
3G,25.48988334,85.00687809
5G,25.48600466,85.2402482
5G,25.56411963,85.0944835
5G,25.63236246,85.31106043
LTE,25.67889415,85.27197349
4G,25.57341025,85.22595151
4G,25.59825145,85.04439883
5G,25.64288654,85.2460893
4G,25.70378705,85.26951939
5G,25.49237978,85.08398729
3G,25.51746698,85.13628304
LTE,25.72334362,85.0368187
5G,25.69658012,85.10667614
LTE,25.5886073,85.25935813
4G,25.57307419,85.15441259
4G,25.55050037,85.27685422
5G,25.76454504,85.18064378
5G,25.49550284,85.1403542
5G,25.44507315,85.16826457
LTE,25.6278312,85.07360631
LTE,25.62884103,85.25524572
5G,25.5729718,85.11488626
LTE,25.73285934,85.03688022
3G,25.57733341,85.05316978
5G,25.46454431,85.12886801
5G,25.49909675,85.18219289
5G,25.57921454,85.1176864
5G,25.70740723,85.03993325
5G,25.48886661,85.05845972
5G,25.60098577,85.01931505
LTE,25.61781261,85.30731334
5G,25.68245568,85.16315231
LTE,25.50647596,85.26147081
4G,25.64867666,85.26789725
3G,25.60607499,85.14814901
4G,25.69337172,85.08233022
4G,25.59852649,85.19802484
LTE,25.59272882,85.17389528
4G,25.61002147,85.01787395
5G,25.5427131,85.06223451
3G,25.47622324,85.07570997
5G,25.56894755,85.31458304
3G,25.76871733,85.0997125
5G,25.68068608,85.04214074
LTE,25.68348684,85.22638543
4G,25.56294366,85.07948976
LTE,25.70286869,85.20279635
3G,25.66867644,85.12011779
4G,25.58466835,85.0508953
5G,25.7558386,85.14201161
5G,25.75797669,85.18179097
3G,25.56533801,85.0025913
LTE,25.72972053,85.14615778
5G,25.55368952,85.01028412
4G,25.5336626,85.02148887
5G,25.74465577,85.11622667
5G,25.62482914,85.14894578
5G,25.51104004,85.05023186
LTE,25.73362954,85.21416051
LTE,25.56039885,85.19397309
LTE,25.59948456,85.15146938
5G,25.62297357,85.15355569
5G,25.62930618,85.19668276
3G,25.67730582,85.21864829
5G,25.76471463,85.16354822
3G,25.46924131,85.08752133
3G,25.70866517,85.05100011
3G,25.69874133,85.2051428
4G,25.52259479,85.15395122
3G,25.45440779,85.22134748
LTE,25.53175382,85.29919861
3G,25.6582399,85.21589059
3G,25.49222555,85.19458196
3G,25.74797929,85.2149452
5G,25.64229854,85.17975945
LTE,25.4590967,85.21315531
4G,25.7620314,85.13708553
5G,25.6783248,85.28096405
4G,25.53482703,85.12175309
LTE,25.51890054,85.11344825
5G,25.60665931,85.18136808
3G,25.6980808,85.04270926
4G,25.57051694,85.3138202
LTE,25.66439674,85.08594302
3G,25.70416117,85.2022041
3G,25.4614061,85.24880911
4G,25.43384775,85.08518165
4G,25.69154046,85.06919932
3G,25.67947983,85.15289408
3G,25.53377303,85.14379084
4G,25.52339269,85.03376476
3G,25.46250836,85.17593102
5G,25.65810277,85.16250904
4G,25.72416127,85.02423095
LTE,25.44683963,85.0404604
3G,25.66666331,85.16579612
3G,25.54912203,85.11161401
4G,25.52461365,85.16180371
4G,25.68851143,85.21939383
5G,25.53225351,85.1102784
5G,25.55300412,85.25281284
LTE,25.44384723,85.06715513
4G,25.53010873,85.04885262
5G,25.63599252,85.09970513
3G,25.6329516,85.15736259
4G,25.48470287,85.19350502
3G,25.58769932,84.96319093
4G,25.63052855,85.1902024
3G,25.76575764,85.18986788
3G,25.63859423,85.26257421
5G,25.69973403,85.17256046
LTE,25.4395405,85.15216229
5G,25.59708091,85.1291487
3G,25.55170799,85.24841453
LTE,25.51397569,85.27012667
3G,25.55454065,85.26361925
4G,25.48437834,85.04574331
4G,25.7520111,85.20173605
4G,25.522208,85.11837654
5G,25.65582902,85.23754015
3G,25.43435825,85.20547035
5G,25.55512012,85.23387056
LTE,25.51796981,85.21532778
LTE,25.69858512,85.08601948
3G,25.61639651,85.27844215
5G,25.51665924,84.99464631
LTE,25.47506145,85.20094873
LTE,25.53310297,85.09874986
4G,25.64692015,84.96729671
LTE,25.62351918,85.14013648
5G,25.7025732,85.09362423
4G,25.56052075,85.09797764
3G,25.57313746,85.02907694
LTE,25.49662035,85.16065927
4G,25.59289932,85.27967577
3G,25.63462189,85.1688443
LTE,25.7262533,85.20087839
4G,25.51566183,85.14707707
3G,25.52808904,85.23282236
5G,25.55878452,85.30289164
LTE,25.49688574,85.10699272
3G,25.58106776,85.28973088
3G,25.49896778,85.12904505
4G,25.75060462,85.1360133
5G,25.51943349,85.07587844
4G,25.56795769,85.25995417
LTE,25.62133076,85.16823936
5G,25.55204189,85.00931733
3G,25.56989933,85.29378367
3G,25.512881,85.04603257
5G,25.60574794,85.20790134
LTE,25.63307505,85.24310319
3G,25.54416962,85.30241313
3G,25.55843443,85.10085325
5G,25.55244977,85.1975696
LTE,25.59930054,85.29406895
5G,25.42487483,85.08786467
5G,25.59016439,84.98803347
LTE,25.74678658,85.14863481
5G,25.4786464,85.16819589
3G,25.45899067,85.12979555
3G,25.4834007,85.01852164
4G,25.71516872,85.06481681
4G,25.60136404,84.96529258
4G,25.7357208,85.13945745
4G,25.59444829,85.06866986
5G,25.58528114,85.27382476
5G,25.7258069,85.17964196
3G,25.45836131,85.16847911
3G,25.43808513,85.08532867
4G,25.72160492,85.09810749
LTE,25.470318,85.13633499
5G,25.65626999,84.98515458
5G,25.66384078,85.06637031
3G,25.62619613,85.21602724
LTE,25.54086061,85.21733014
3G,25.45923032,85.05918555
LTE,25.55425485,84.98348722
LTE,25.47999136,85.27619071
5G,25.68881903,85.27168446
5G,25.76368944,85.17237558
3G,25.56504878,85.10290341
LTE,25.50591354,85.17680115
4G,25.6374095,85.11311371
LTE,25.50926117,85.01944891
5G,25.52094518,84.99518214
3G,25.70622769,85.26207549
5G,25.75278781,85.12792359
3G,25.4658705,85.05519814
LTE,25.76990474,85.14342787
5G,25.56433949,84.96246944
4G,25.64616051,85.2801976
3G,25.53429139,85.10050857
5G,25.6034749,85.29116987
LTE,25.60214148,85.25114733
4G,25.70428416,85.00467037
3G,25.58031994,85.19599431
3G,25.74122241,85.0885075
4G,25.71344985,85.13118269
LTE,25.62358582,85.15519059
4G,25.62255117,85.28739464
LTE,25.47730056,85.15540527
3G,25.48056068,85.11610996
5G,25.67824037,85.04082232
LTE,25.547745,84.96889888
LTE,25.60330625,85.17782888
4G,25.6679523,85.07038702
5G,25.61527068,85.15730582
LTE,25.58081796,85.10466693
3G,25.60679142,85.31426905
